Year,Incident,HourlyNotionalCost,FinalDescription,Animal,OriginofCall,PropertyType,PropertyCategory,RescueType,Ward,Borough,Street
2020,Special Service,346,Redacted,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,JUNCTION,ISLINGTON,TREMLETT GROVE
2020,Special Service,346,ASSISIT RSPCA WITH CAT RETRIEVAL - RSPCA REP ON SCENE,Cat,mobile,Tree scrub ,Outdoor,from height,FAIRFIELD,WANDSWORTH,GARRICK CLOSE
2020,Special Service,346,Redacted,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,SOUTH BERMONDSEY,SOUTHWARK,ABERCORN WAY
2020,Special Service,346,CAT TRAPPED ON ROOF OWNERS ON SCENE,Cat,mobile,House - single occupancy ,Dwelling,from height,QUEENS PARK,BRENT,HARVIST ROAD
2020,Special Service,346,Redacted,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,CHURCHFIELDS,REDBRIDGE,AVONDALE COURT
2020,Special Service,346,INJURED CAT - FALLEN OFF HIGH FENCE INTO BACK GARDEN    OWNER UNABLE TO REACH CAT,Cat,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,SEVEN SISTERS,HARINGEY,HILLSIDE ROAD
2020,Special Service,346,CAT TRAPPED IN ROOF TILES,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,TOTTERIDGE,BARNET,BUDD CLOSE
2020,Special Service,346,Redacted,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,CHISWICK HOMEFIELDS,HOUNSLOW,CHISWICK HIGH ROAD
2020,Special Service,346,CAT TRAPPED IN LIFT AREA,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,FORTUNE GREEN,CAMDEN,BARLOW ROAD
2020,Special Service,346,CAT TRAPPED BEHIND SPIKED FENCING  CALLER WILL LIASE WITH BRIGADE AT ADDRESS,Cat,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,WOOD STREET,WALTHAM FOREST,MARLOWE ROAD
2020,Special Service,346,ASSIST RSPCA WITH CAT TRAPPED,Cat,mobile,Vehicle sales building,Non Residential,from height,EAST HAM CENTRAL,NEWHAM,BARKING ROAD
2020,Special Service,346,CAT STUCK IN CHIMNEY,Cat,mobile,House - single occupancy ,Dwelling,from height,HEATH,BARKING AND DAGENHAM,OGLETHORPE ROAD
2020,Special Service,346,CAT FALLEN ONTO LEDGE,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,BROOKLANDS,HAVERING,LONDON ROAD
2020,Special Service,346,CAT STUCK UP ON TELEGRAPH POLE - O/S THIS NUMBER,Cat,mobile,"Roadside furniture (eg lamp posts, road signs, telegraph poles, speed cameras)",Outdoor Structure,from height,MAYESBROOK,BARKING AND DAGENHAM,BROMHALL ROAD
2020,Special Service,346,Redacted,Cat,landline,Secondary school,Non Residential,from height,GIPSY HILL,LAMBETH,GIPSY ROAD
2020,Special Service,346,CAT STUCK ON CHIMNEY - ALP REQUESTED FROM INCIDENT,Cat,mobile,House - single occupancy ,Dwelling,from height,LOWER EDMONTON,ENFIELD,CHESTER ROAD
2020,Special Service,346,CAT TRAPPED IN BUILDING,Cat,mobile,House - single occupancy ,Dwelling,from height,EAST SHEEN,RICHMOND UPON THAMES,UPPER RICHMOND ROAD WEST
2020,Special Service,346,CAT STUCK ON CHIMNEY,Cat,mobile,House - single occupancy ,Dwelling,from height,GLYNDON,GREENWICH,TUSCAN ROAD
2020,Special Service,346,CAT STUCK ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,SLADE GREEN & NORTHEND,BEXLEY,MANOR ROAD
2020,Special Service,346,CAT STUCK UP CHIMNEY,Cat,mobile,House - single occupancy ,Dwelling,from height,HAMMERSMITH BROADWAY,HAMMERSMITH AND FULHAM,TABOR ROAD
2020,Special Service,346,Redacted,Cat,mobile,House - single occupancy ,Dwelling,from height,ELTHORNE,EALING,ENDSLEIGH ROAD
2020,Special Service,346,CAT TRAPPED ON ROOF,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,LARKHALL,LAMBETH,STOCKWELL ROAD
2020,Special Service,346,Redacted,Cat,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,STANLEY,KENSINGTON AND CHELSEA,KING'S ROAD
2020,Special Service,346,CAT TRAPPED IN LIGHTWELL    CALL FROM RSPCA    RSPCA ON SCENE   - CO OP,Cat,mobile,Common external bin storage area,Outdoor Structure,from height,KING'S CROSS,CAMDEN,GRAY'S INN ROAD
2020,Special Service,346,Redacted,Cat,mobile,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,LONGLANDS,BEXLEY,RECREATION ROAD
2020,Special Service,346,KITTEN TRAPPED IN GATE,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,THORNTON,LAMBETH,POYNDERS GARDENS
2020,Special Service,346,CAT STUCK ON ROOF,Cat,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,SOUTH ACTON,EALING,MEON ROAD
2020,Special Service,346,CAT TRAPPED IN CEILING - STAFF WILL MEET BRIGADE,Cat,landline,Veterinary surgery,Non Residential,from height,ALDBOROUGH,REDBRIDGE,HORNS ROAD
2020,Special Service,346,CAT IN TREE   RSPCA ON SCENE    ACCESS VIA JERNINGHAM ROAD,Cat,mobile,Woodland/forest - conifers/softwood ,Outdoor,from height,TELEGRAPH HILL,LEWISHAM,MUSGROVE ROAD
2020,Special Service,346,DISTRESSED KITTEN STUCK ON THIRD FLOOR BALCONY,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,GREENWICH WEST,GREENWICH,TARVES WAY
2020,Special Service,346,INJURED CAT CAUGHT IN WIRE ON FIRST FLOOR SCAFFOLDING,Cat,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,THORNTON HEATH,CROYDON,GILLETT ROAD
2020,Special Service,346,CAT IN PRECARIOUS POSITION ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,BALHAM,WANDSWORTH,LAITWOOD ROAD
2020,Special Service,346,CAT TRAPPED ON THE ROOF - RSPCA IN ATTENDANCE,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,CANONBURY,ISLINGTON,MORTON ROAD
2020,Special Service,346,Redacted,Cat,mobile,House - single occupancy ,Dwelling,from height,FAIRFIELD,CROYDON,SALEM PLACE
2020,Special Service,346,CAT STUCK ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,LITTLE ILFORD,NEWHAM,CHURCH ROAD
2020,Special Service,346,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,CLERKENWELL,ISLINGTON,CLERKENWELL CLOSE
2020,Special Service,346,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,ST. LEONARD'S,LAMBETH,WOODFIELD AVENUE
2021,Special Service,346,Redacted,Cat,landline,Tree scrub ,Outdoor,from height,HOLBORN AND COVENT GARDEN,CAMDEN,BETTERTON STREET
2021,Special Service,346,CAT IN DISTRESS ON ROOF - ADDITIONAL APPLIANCE REQUESTED FROM SCENE,Cat,mobile,House - single occupancy ,Dwelling,from height,ENFIELD LOCK,ENFIELD,MANTON ROAD
2021,Special Service,346,KITTEN STUCK BETWEEN WALL AND ROOF,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,HOXTON WEST,HACKNEY,SHAFTESBURY STREET
2021,Special Service,346,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,POPLAR,TOWER HAMLETS,SALTWELL STREET
2021,Special Service,346,Redacted,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,NEW ADDINGTON SOUTH,CROYDON,ROWDOWN CRESCENT
2021,Special Service,346,CAT STUCK IN TREE BEING ATTACKED BY CROWS,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,WEST PUTNEY,WANDSWORTH,WESTLEIGH AVENUE
2021,Special Service,346,CAT STUCK BETWEEN TREE BRANCHES,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,LADYWELL,LEWISHAM,EMBLETON ROAD
2021,Special Service,346,CAT TRAPPED IN CHIMNEY,Cat,mobile,House - single occupancy ,Dwelling,from height,GIPSY HILL,LAMBETH,WHITELEY ROAD
2021,Special Service,346,Redacted,Cat,mobile,Park ,Outdoor,from height,ABBEY WOOD,GREENWICH,LONGLEIGH LANE
2021,Special Service,346,CAT STUCK IN TREE - ATTENDED YESTERDAY AND ADVISED TO RECONTACT THIS MORNING IF CAT REMAINED IN SITU,Cat,mobile,Woodland/forest - broadleaf/hardwood ,Outdoor,from height,ABBEY WOOD,GREENWICH,LONGLEIGH LANE
2021,Special Service,346,CAT UP TREE   ASSIST RSPCA,Cat,mobile,Tree scrub ,Outdoor,from height,SYDENHAM,LEWISHAM,LOCKWOOD CLOSE
2021,Special Service,346,CAT STUCK UP TREE - RSPCA ON SCENE,Cat,landline,Domestic garden (vegetation not equipment) ,Outdoor,from height,CHASE,ENFIELD,BRODIE ROAD
2021,Special Service,346,KITTEN POSSIBLY TRAPPED IN BRANCHES IN TREE - ALSO POSSIBLY INJURED,Cat,mobile,Tree scrub ,Outdoor,from height,OAKLEIGH,BARNET,DENHAM ROAD
2021,Special Service,346,INJURED CAT IN TREE,Cat,mobile,Woodland/forest - conifers/softwood ,Outdoor,from height,FORTIS GREEN,HARINGEY,LYNMOUTH ROAD
2021,Special Service,346,CAT STUCK ON TOP OF CHIMNEY,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,BEDFONT,HOUNSLOW,OAK WAY
2021,Special Service,346,SMALL ANIMAL RESCUE - CAT TRAPPED BEHIND WASHINE MACHINE,Cat,mobile,House - single occupancy ,Dwelling,from height,ST. LEONARD'S,LAMBETH,ESTREHAM ROAD
2021,Special Service,346,CAT OVER SIDE OF BALCONY - SITTING ON LEDGE OF BALCONY UNABLE TO GET BACK OVER BALCONY - SECOND FLOO,Cat,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,MILE END,TOWER HAMLETS,COPPERFIELD ROAD
2021,Special Service,346,Redacted,Cat,landline,Woodland/forest - conifers/softwood ,Outdoor,from height,TOLLINGTON,ISLINGTON,TOLLINGTON PARK
2021,Special Service,346,CAT STUCK IN BARS OF CRATE INSIDE PROPERTY,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,HOXTON WEST,HACKNEY,WENLOCK STREET
2021,Special Service,346,CAT TRAPPED ON SECOND FLOOR WINDOW,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,THURLOW PARK,LAMBETH,HARPENDEN ROAD
2021,Special Service,346,Redacted,Cat,mobile,Bridge,Outdoor Structure,from height,NORTHOLT MANDEVILLE,EALING,ROWDELL ROAD
2021,Special Service,346,ASSIST RSPCA  CAT ON ROOF OF GARAGES,Cat,mobile,Private garage ,Non Residential,from height,NORTHWOOD,HILLINGDON,WESTMINSTER CLOSE
2021,Special Service,346,Redacted,Cat,landline,Domestic garden (vegetation not equipment) ,Outdoor,from height,OSTERLEY AND SPRING GROVE,HOUNSLOW,THE GROVE
2021,Special Service,346,CAT TRAPPED BETWEEN CHIMNEYS,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,ST. PETER'S,TOWER HAMLETS,HAGUE STREET
2021,Special Service,346,CAT STUCK UP TREE - RSPCA ON SCENE,Cat,mobile,Woodland/forest - conifers/softwood ,Outdoor,from height,ABINGDON,KENSINGTON AND CHELSEA,SOUTH EDWARDES SQUARE
2021,Special Service,346,Redacted,Cat,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,WEST THORNTON,CROYDON,HARCOURT ROAD
2021,Special Service,346,Redacted,Cat,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CHURCH STREET,WESTMINSTER,SALISBURY STREET
2021,Special Service,346,Redacted,Cat,landline,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,NEW CROSS,LEWISHAM,HUNSDON ROAD
2021,Special Service,346,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,UPPER EDMONTON,ENFIELD,WATERMILL LANE
2021,Special Service,346,CAT TRAPPED IN YARD OF ART STUDIO,Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,SEVEN SISTERS,HARINGEY,HERMITAGE ROAD
2021,Special Service,346,CAT ON ROOF - STUCK BETWEEN TILES,Cat,mobile,House - single occupancy ,Dwelling,from height,PURLEY & WOODCOTE,CROYDON,BOUVERIE GARDENS
2021,Special Service,346,Redacted,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,LANCASTER GATE,WESTMINSTER,WESTBOURNE GROVE
2021,Special Service,352,CAT TRAPPED ON FIRST FLOOR BALCONY,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CHAUCER,SOUTHWARK,SWAN STREET
2021,Special Service,352,CAT STUCK IN TREE   REQUESTED BY RSPCA,Cat,landline,Animal harm outdoors,Outdoor,from height,EDGWARE,HARROW,THE HIGHLANDS
2021,Special Service,352,CAT STUCK ON ROOF UNDER SOLAR PANELS,Cat,mobile,House - single occupancy ,Dwelling,from height,WEST FINCHLEY,BARNET,LONG LANE
2021,Special Service,352,Redacted,Cat,landline,Domestic garden (vegetation not equipment) ,Outdoor,from height,MANOR PARK,NEWHAM,HALLEY ROAD
2021,Special Service,352,CAT TRAPPED BEHIND WALL,Cat,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CHURCH STREET,WESTMINSTER,CHURCH STREET
2021,Special Service,352,RUNNING CALL TO CAT STUCK IN TREE,Cat,landline,Tree scrub ,Outdoor,from height,TOKYNGTON,BRENT,DAGMAR AVENUE
2021,Special Service,352,Redacted,Cat,mobile,Train station - concourse ,Non Residential,from height,LEA BRIDGE,HACKNEY,UPPER CLAPTON ROAD
2021,Special Service,352,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,BUNHILL,ISLINGTON,BUNHILL ROW
2021,Special Service,352,CAT TRAPPED ON ROOF,Cat,mobile,Licensed House in Multiple Occupation - 3 or more storeys ,Dwelling,from height,THAMESFIELD,WANDSWORTH,WINTHORPE ROAD
2021,Special Service,352,RUNNING CALL TO ASSIST WITH CAT IN TREE,Cat,landline,Tree scrub ,Outdoor,from height,TOKYNGTON,BRENT,DAGMAR AVENUE
2021,Special Service,352,CAT IN PRECARIOUS POSITION ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,QUEENSTOWN,WANDSWORTH,TENNYSON STREET
2021,Special Service,352,DISTRESSED KITTEN STUCK ON ROOF,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,DUNDONALD,MERTON,KINGSTON ROAD
2021,Special Service,352,CAT STUCK ON ROOF - BEEN UP THERE SINCE WEDNESDAY,Cat,mobile,House - single occupancy ,Dwelling,from height,BROMLEY COMMON AND KESTON,BROMLEY,WESTERHAM ROAD
2021,Special Service,352,Redacted,Cat,mobile,Road surface/pavement ,Outdoor,from height,CHISWICK HOMEFIELDS,HOUNSLOW,HOMEFIELD ROAD
2021,Special Service,352,CAT UP TREE       AT REQUEST OF RSPCA,Cat,mobile,Tree scrub ,Outdoor,from height,CHISWICK HOMEFIELDS,HOUNSLOW,THAMES CRESCENT
2021,Special Service,352,CAT STUCK IN GUTTERING ON ROOF,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,WEST PUTNEY,WANDSWORTH,NEWNES PATH
2021,Special Service,352,CAT TRAPPED ON ROOF LEDGE,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CAMBERWELL GREEN,SOUTHWARK,LOMOND GROVE
2021,Special Service,352,CAT TRAPPED IN BUILDING UNDER RENOVATION,Cat,mobile,House - single occupancy ,Dwelling,from height,SHAFTESBURY,WANDSWORTH,DOROTHY ROAD
2021,Special Service,352,CAT TRAPPED IN WIRED FENCING - OPPOSITE THIS ADDRESS - CALLER WILL MEET YOU,Cat,mobile,Railway trackside vegetation ,Outdoor,from height,EAST ACTON,EALING,THE CRESCENT
2021,Special Service,352,CAT TRAPPED AND INJURED IN GARDEN,Cat,mobile,Other outdoor location ,Outdoor,from height,STAMFORD HILL WEST,HACKNEY,WEST BANK
2021,Special Service,352,KITTEN TRAPPED UNDERNEATH BOILER,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,WEST END,WESTMINSTER,CHARING CROSS ROAD
2021,Special Service,352,Redacted,Cat,landline,House - single occupancy ,Dwelling,from height,ALEXANDRA,HARINGEY,BARNARD HILL
2021,Special Service,352,CAT TRAPPED IN WALL CAVITY,Cat,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,ASKEW,HAMMERSMITH AND FULHAM,BECKLOW ROAD
2021,Special Service,352,Redacted,Cat,landline,Tree scrub ,Outdoor,from height,AVONMORE AND BROOK GREEN,HAMMERSMITH AND FULHAM,SAMUEL'S CLOSE
2021,Special Service,352,CAT STUCK IN TREE - AERIAL REQUESTED FROM SCENE RUNNING CALL,Cat,landline,Tree scrub ,Outdoor,from height,EAST SHEEN,RICHMOND UPON THAMES,DERBY ROAD
2021,Special Service,352,CAT TRAPPED ON ROOF,Cat,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,QUEENSTOWN,WANDSWORTH,CHARLOTTE DESPARD AVENUE
2021,Special Service,352,Redacted,Cat,landline,House - single occupancy ,Dwelling,from height,MARKHOUSE,WALTHAM FOREST,ALBERT ROAD
2021,Special Service,352,POSSIBLY INJURED CAT STUCK ON THIRD FLOOR    CALLER WILL MEET BRIGADE,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,NOEL PARK,HARINGEY,MAYES ROAD
2021,Special Service,352,CAT STUCK ON ROOF,Cat,landline,House - single occupancy ,Dwelling,from height,HANWORTH,HOUNSLOW,BARNLEA CLOSE
2021,Special Service,352,CAT FALLEN FROM WINDOW ONTO ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,KELSEY AND EDEN PARK,BROMLEY,WHITSTONE LANE
2021,Special Service,352,SMALL ANIMAL RESCUE  CAT TRAPPED BEHIND GATE - BEHIND THE ROYAL MAIL AND FORD DEPOT,Cat,mobile,Warehouse ,Non Residential,from height,SYON,HOUNSLOW,LONDON ROAD
2021,Special Service,352,POSSIBLY INJURED CAT STUCK IN TREE,Cat,mobile,Tree scrub ,Outdoor,from height,BEXLEYHEATH,BEXLEY,BROOMFIELD ROAD
2021,Special Service,352,ASSIST  RSPCA WITH CAT  STUCK ON ROOF,Cat,mobile,House - single occupancy ,Dwelling,from height,KNIGHTSBRIDGE AND BELGRAVIA,WESTMINSTER,TREVOR SQUARE
2021,Special Service,352,KITTEN TRAPPED ON LEDGE OF ROOF IN DISTRESS,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,CHARLTON,GREENWICH,HARVEY GARDENS
2021,Special Service,352,ASSIST RSPCA WITH CAT ON LEDGE,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,NORWOOD GREEN,EALING,HILLARY ROAD
2021,Special Service,352,CAT WEDGE IN BETWEEN BRANCHES,Cat,mobile,Tree scrub ,Outdoor,from height,CRAY VALLEY WEST,BROMLEY,LEESONS WAY
2021,Special Service,352,CAT ON ROOF UNABLE TO GET OFF - OCCUPANT WILL MEET CREW,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,NOTTING DALE,KENSINGTON AND CHELSEA,CLARENDON ROAD
2021,Special Service,352,CAT TRAPPED IN LEDGE,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CHAUCER,SOUTHWARK,ROTHSAY STREET
2021,Special Service,352,CAT TRAPPED ON ROOF,Cat,mobile,Bungalow - single occupancy ,Dwelling,from height,CATHALL,WALTHAM FOREST,ORANGE GROVE
2021,Special Service,352,Redacted,Cat,landline,House - single occupancy ,Dwelling,from height,CATHALL,WALTHAM FOREST,ORANGE GROVE
2021,Special Service,352,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,EAST FINCHLEY,BARNET,HAMILTON ROAD
2021,Special Service,352,CAT TRAPPED IN CHIMNEY,Cat,mobile,House - single occupancy ,Dwelling,from height,HIGH STREET,WALTHAM FOREST,NORTHCOTE ROAD
2021,Special Service,352,CAT UP TREE   REQUEST REC FROM RSPCA - NOT ATTENDING,Cat,landline,Tree scrub ,Outdoor,from height,ACTON CENTRAL,EALING,NOEL ROAD
2021,Special Service,352,SMALL ANIMAL RESCUE  CAT TRAPPED IN BUSH,Cat,mobile,House - single occupancy ,Dwelling,from height,ST. HELEN'S,KENSINGTON AND CHELSEA,FINSTOCK ROAD
2021,Special Service,352,CAT TRAPPED IN LOFT/ROOF SPACE,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,FULLWELL,REDBRIDGE,HEATHCOTE AVENUE
2021,Special Service,352,Redacted,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,FINCHLEY CHURCH END,BARNET,REGENTS PARK ROAD
2021,Special Service,352,CAT IN PRECARIOUS POSITION IN TREE - OWNER IS IN ATTENDANCE,Cat,landline,Roadside vegetation ,Outdoor,from height,JUNCTION,ISLINGTON,BREDGAR ROAD
2021,Special Service,352,CAT TRAPPED ON ROOF INSIDE CONSTRUCTION CENTER - NEXT TO VIRGIN MEDIA AND ELECTION CENTER,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,NOEL PARK,HARINGEY,MARY NEUNER ROAD
2021,Special Service,352,SMALL ANIMAL RESCUE - CAT TRAPPED BEHIND PIPEWORK,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,WEST GREEN,HARINGEY,MILTON ROAD
2021,Special Service,352,CAT STUCK BEHIND A WALL - ASSIST RSPCA,Cat,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,ROEHAMPTON AND PUTNEY HEATH,WANDSWORTH,LONGWOOD DRIVE
2021,Special Service,352,CAT JUMPED OUT WINDOW INTO NEIGHBOURS CONSERVATORY AND TRAPPED IN BLINDS,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,ST. HELEN'S,KENSINGTON AND CHELSEA,LATIMER ROAD
2021,Special Service,352,ASSIST RSPCA WITH RESCUE OF CAT ON THIRD FLOOR ROOF,Cat,mobile,Infant/Primary school,Non Residential,from height,CHURCH STREET,WESTMINSTER,BOSCOBEL STREET
2021,Special Service,352,"CAT STUCK UP A TREE   RSPCA HAVE REQUESTED OUR ATTENNDACE BUT ARE NOT ABLE TO ATTEND, CAT OWNER IS O",Cat,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,MOTTINGHAM AND CHISLEHURST NORTH,BROMLEY,SENNEN WALK
2021,Special Service,352,CAT STUCK ON LEDGE,Cat,mobile,House - single occupancy ,Dwelling,from height,BELSIZE,CAMDEN,HOWITT ROAD
2021,Special Service,352,KITTEN ON ROOF - AERIAL REQUIRED,Cat,mobile,House - single occupancy ,Dwelling,from height,BEDFORD,WANDSWORTH,DRAKEFIELD ROAD
2021,Special Service,352,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,BROMLEY SOUTH,TOWER HAMLETS,VIOLET ROAD
2021,Special Service,352,Redacted,Cat,landline,Tree scrub ,Outdoor,from height,SHAFTESBURY,WANDSWORTH,SHIRLEY GROVE
2021,Special Service,352,Redacted,Cat,mobile,House - single occupancy ,Dwelling,from height,WEST BARNES,MERTON,MEADOWSWEET CLOSE
2021,Special Service,352,KITTEN IN DISTRESS         IN TREE,Cat,mobile,Woodland/forest - conifers/softwood ,Outdoor,from height,GOLDERS GREEN,BARNET,HEATHFIELD GARDENS
2021,Special Service,352,Redacted,Cat,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,ROYAL DOCKS,NEWHAM,CUNNINGHAM AVENUE
2021,Special Service,352,CAT HANGING OFF ROOF OF A FOUR FLOOR BUILDING,Cat,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,BEDFORD,WANDSWORTH,ELMFIELD ROAD
